open;close;high;low;value;volume;begin;end;trend_hp_14400;cycle_hp;cycle_hp_ma10
105.74;104.55;106.06;103.7;9777583229.9;93334840;2015-11-27;2015-11-27 23:59:59;101.53314596019179;3.0168540398082087;6.398774937479111
103.9;102.9;105.9;102.75;9118566860.4;87247790;2015-11-30;2015-11-30 23:59:59;102.29171147026415;0.6082885297358587;6.458937327795475
103.5;101.3;103.9;100.6;10092767266.0;98894750;2015-12-01;2015-12-01 23:59:59;103.0912794144777;-1.7912794144776996;5.667237372413604
101.48;102.5;103.49;101.15;9173964817.2;89735480;2015-12-02;2015-12-02 23:59:59;103.93727383630277;-1.437273836302765;4.819946079437247
101.9;104.0;105.02;101.5;9954576276.4;96438740;2015-12-03;2015-12-03 23:59:59;104.83499438480594;-0.8349943848059382;4.006940898819283
103.7;103.05;105.67;102.25;11195660819.9;107660660;2015-12-04;2015-12-04 23:59:59;105.78964089837065;-2.739640898370652;2.820764562034853
103.45;103.0;104.9;102.78;9468669139.4;91341440;2015-12-07;2015-12-07 23:59:59;106.8063552296592;-3.8063552296592036;1.3226815407744525
102.8;97.0;103.08;96.95;15881189863.0;159235470;2015-12-08;2015-12-08 23:59:59;107.89008897849375;-10.89008897849375;-0.3812395796993428
97.47;100.66;101.05;97.24;11798511398.8;119148390;2015-12-09;2015-12-09 23:59:59;109.0455294144722;-8.385529414472202;-2.059022067008745
100.3;100.13;101.75;99.67;8959436284.2;88967510;2015-12-10;2015-12-10 23:59:59;110.2766075510134;-10.146607551013403;-3.640662713805155
99.89;98.15;100.59;97.76;9032283624.3;90949100;2015-12-11;2015-12-11 23:59:59;111.58667207310458;-13.436672073104575;-5.286015325096433
97.58;97.7;98.37;96.23;9921378442.1;101851290;2015-12-14;2015-12-14 23:59:59;112.97836704020862;-15.278367040208622;-6.874680882090881
98.5;100.0;100.79;98.24;8741234831.7;87563530;2015-12-15;2015-12-15 23:59:59;114.45340340956109;-14.45340340956109;-8.14089328159922
100.25;102.45;102.5;100.07;7173782061.5;70548170;2015-12-16;2015-12-16 23:59:59;116.01243114068647;-13.56243114068647;-9.353409012037591
102.95;103.75;105.18;102.55;12511558166.4;120210540;2015-12-17;2015-12-17 23:59:59;117.65509648453907;-13.905096484539072;-10.660419222010905
103.05;98.81;103.18;98.8;10934242379.6;108929250;2015-12-18;2015-12-18 23:59:59;119.38010385657739;-20.57010385657739;-12.443465517831578
98.9;98.73;100.8;97.65;8076479541.6;81398290;2015-12-21;2015-12-21 23:59:59;121.18519204055964;-22.455192040559638;-14.308349198921622
99.5;99.8;100.4;99.1;4870644757.0;48799790;2015-12-22;2015-12-22 23:59:59;123.06667134080948;-23.26667134080948;-15.546007435153195
100.15;102.96;102.96;100.13;7362336613.5;72286800;2015-12-23;2015-12-23 23:59:59;125.01929267331435;-22.05929267331436;-16.91338376103741
103.75;101.35;103.89;100.4;7360203488.0;72255900;2015-12-24;2015-12-24 23:59:59;127.03619121299637;-25.686191212996377;-18.467342127235707
101.83;101.34;102.32;100.78;2659577449.7;26197790;2015-12-25;2015-12-25 23:59:59;129.10897023945316;-27.768970239453154;-19.900571943870567
101.2;100.2;101.54;99.46;3696017086.7;36924620;2015-12-28;2015-12-28 23:59:59;131.22744926900373;-31.027449269003725;-21.475480166750078
100.49;101.82;102.5;99.74;7344425012.6;72703690;2015-12-29;2015-12-29 23:59:59;133.3795194172559;-31.5595194172559;-23.18609176751956
101.67;101.26;101.85;100.47;3932572461.9;38868080;2015-12-30;2015-12-30 23:59:59;135.55091711584046;-34.29091711584046;-25.258940365034952
173.4;180.12;181.68;173.0;9609078356.4;53890400;2017-01-03;2017-01-03 23:59:59;137.7251871630954;42.394812836904606;-19.628949432890586
178.9;175.95;179.41;174.23;7305516105.8;41400710;2017-01-04;2017-01-04 23:59:59;139.88349304367003;36.06650695632996;-13.965288351599852
176.31;171.9;177.28;171.54;6109242773.7;35093040;2017-01-05;2017-01-05 23:59:59;142.00994232643848;29.89005767356153;-8.730763380187735
172.4;170.69;173.75;169.5;6065097940.3;35415590;2017-01-06;2017-01-06 23:59:59;144.09114719881342;26.59885280118658;-3.7442109659881297
171.37;168.35;172.39;168.05;5977865131.5;35187380;2017-01-09;2017-01-09 23:59:59;146.1157955466571;22.234204453342898;0.6851387466775961
168.35;171.6;172.3;167.54;10071297927.3;58874120;2017-01-10;2017-01-10 23:59:59;148.07442239838733;23.525577601612667;5.606315628138501
171.5;169.05;173.05;168.54;9012624271.8;52772790;2017-01-11;2017-01-11 23:59:59;149.95910682439788;19.090893175602133;10.29230196964403
170.0;168.27;170.65;168.02;8442987495.6;49854940;2017-01-12;2017-01-12 23:59:59;151.7635616157493;16.506438384250714;15.045690734969474
168.79;164.9;172.39;163.88;14304593966.6;85990570;2017-01-13;2017-01-13 23:59:59;153.4828253199727;11.417174680027301;19.343360144697794
165.22;164.66;166.8;164.06;6218640885.2;37577470;2017-01-16;2017-01-16 23:59:59;155.11308276504263;9.546917234957363;23.727143579777575
164.67;165.98;166.47;163.34;7583759716.1;45968310;2017-01-17;2017-01-17 23:59:59;156.65131163828642;9.328688361713574;20.42053113225847
165.9;165.24;167.8;164.31;7051446491.7;42479900;2017-01-18;2017-01-18 23:59:59;158.09515260739488;7.144847392605129;17.528365175885988
165.46;166.3;166.99;164.69;6375017242.4;38478840;2017-01-19;2017-01-19 23:59:59;159.4428941656397;6.857105834360311;15.225069991965867
166.55;167.49;168.19;165.42;5439248605.5;32581460;2017-01-20;2017-01-20 23:59:59;160.6933209762503;6.796679023749704;13.244852614222179
167.33;166.75;167.33;164.53;6047501657.5;36457470;2017-01-23;2017-01-23 23:59:59;161.84569389036133;4.904306109638668;11.511862779851757
167.37;170.25;170.7;167.24;7685357888.0;45397860;2017-01-24;2017-01-24 23:59:59;162.89974575070622;7.3502542492937835;9.894330444619868
170.5;170.26;171.3;169.5;7244601704.1;42543080;2017-01-25;2017-01-25 23:59:59;163.85554997683164;6.404450023168351;8.62568612937649
170.85;173.79;174.39;169.06;9680053074.7;56105000;2017-01-26;2017-01-26 23:59:59;164.71369042260707;9.07630957739292;7.88267324869071
173.89;178.92;178.92;173.0;12474937132.1;71123150;2017-01-27;2017-01-27 23:59:59;165.47519569537582;13.44480430462417;8.085436211150398
177.5;174.6;178.0;174.24;8087212526.2;45935720;2017-01-30;2017-01-30 23:59:59;166.14172470175734;8.458275298242654;7.976572017478927
174.37;172.2;175.27;172.07;8049700034.0;46486680;2017-01-31;2017-01-31 23:59:59;166.71587001533666;5.484129984663326;7.592116179773901
172.59;173.9;174.27;171.75;7317581391.2;42252780;2017-02-01;2017-02-01 23:59:59;167.20081158992792;6.699188410072082;7.547550281520597
173.94;172.83;174.69;171.95;5380063370.9;31064430;2017-02-02;2017-02-02 23:59:59;167.6001102217053;5.229889778294705;7.3848286759140365
173.03;173.8;174.19;172.27;6026290634.9;34744860;2017-02-03;2017-02-03 23:59:59;167.91779192826044;5.882208071739569;7.293381580713023
174.71;172.87;174.98;172.22;5881045286.4;33943730;2017-02-06;2017-02-06 23:59:59;168.15824591397515;4.711754086024854;7.274126378351641
173.0;173.47;174.18;171.51;5795780887.6;33506000;2017-02-07;2017-02-07 23:59:59;168.32626986990294;5.143730130097055;7.053473966431969
173.2;171.2;173.2;170.77;5719832547.9;33314310;2017-02-08;2017-02-08 23:59:59;168.42698869224216;2.7730113077578267;6.690330094890916
171.91;168.8;172.67;167.84;8265496689.9;48730500;2017-02-09;2017-02-09 23:59:59;168.4658844806724;0.33411551932761085;5.816110689084385
169.05;165.5;170.45;165.4;9906222029.1;59337100;2017-02-10;2017-02-10 23:59:59;168.448631905103;-2.9486319051030137;4.176767068111667
166.05;164.7;167.05;163.5;8747119742.3;53028170;2017-02-13;2017-02-13 23:59:59;168.38092883790995;-3.68092883790996;2.9628466544964054
164.99;162.7;165.14;162.01;8876852540.2;54466800;2017-02-14;2017-02-14 23:59:59;168.2682683853647;-5.568268385364718;1.8576068174936011
162.27;163.5;165.57;160.0;11242527834.7;68808530;2017-02-15;2017-02-15 23:59:59;168.1158880336806;-4.615888033680591;0.7260991731183338
164.4;166.49;166.5;162.21;7301058057.2;44328980;2017-02-16;2017-02-16 23:59:59;167.92863858376643;-1.4386385837664193;0.059246336912221406
166.48;165.49;167.12;164.42;5402840339.5;32616900;2017-02-17;2017-02-17 23:59:59;167.71105028875093;-2.2210502887509165;-0.7510794991368271
166.4;165.44;166.69;163.93;4461326090.5;26986270;2017-02-20;2017-02-20 23:59:59;167.46755349630558;-2.027553496305586;-1.425010257369871
165.11;167.0;168.38;164.8;6625621596.3;39649880;2017-02-21;2017-02-21 23:59:59;167.20242431449844;-0.2024243144984439;-1.959625701829421
167.5;165.9;168.3;164.35;6767903223.5;40662980;2017-02-22;2017-02-22 23:59:59;166.9197980490715;-1.0197980490714826;-2.338906637512352
166.53;165.51;168.02;165.03;4941136901.3;29704800;2017-02-24;2017-02-24 23:59:59;166.62379594852257;-1.1137959485225792;-2.483697784297371
166.01;160.95;166.34;160.62;6832437625.0;41947190;2017-02-27;2017-02-27 23:59:59;166.3184684420406;-5.368468442040609;-2.7256814379911303
161.05;156.0;161.19;155.7;10715464371.7;67919290;2017-02-28;2017-02-28 23:59:59;166.0077886118736;-10.007788611873593;-3.3583674153874936
155.65;160.0;160.92;155.65;9933849228.5;62258970;2017-03-01;2017-03-01 23:59:59;165.6953567299611;-5.695356729961105;-3.3710762498471327
161.39;163.4;164.3;160.33;10627718572.8;65453580;2017-03-02;2017-03-02 23:59:59;165.38407808292231;-1.9840780829223092;-3.1078952547713046
162.95;164.4;164.89;161.61;6251135565.2;38242710;2017-03-03;2017-03-03 23:59:59;165.07646244649243;-0.6764624464924225;-3.031677641043905
164.5;162.0;165.99;162.0;6051572005.1;36845090;2017-03-06;2017-03-06 23:59:59;164.77488181320643;-2.7748818132064343;-3.0870607934894565
162.41;160.98;162.41;158.9;7207037205.9;44866990;2017-03-07;2017-03-07 23:59:59;164.4816611990404;-3.5016611990403987;-3.2344715637629378
159.22;156.2;160.84;155.23;10053776691.9;63696720;2017-03-09;2017-03-09 23:59:59;164.19893291984422;-7.998932919844236;-4.014122424297517
157.32;157.5;159.4;155.55;8097090719.7;51296630;2017-03-10;2017-03-10 23:59:59;163.9285861205513;-6.4285861205513015;-4.555001231445499
157.49;158.92;159.87;155.86;5408217253.6;34087370;2017-03-13;2017-03-13 23:59:59;163.6719544646421;-4.751954464642125;-4.918817083057453
159.5;157.42;160.75;157.02;9425744051.6;59200290;2017-03-14;2017-03-14 23:59:59;163.42992518600545;-6.009925186005461;-4.982962757453938
158.05;156.2;159.67;156.06;7697717656.1;48858400;2017-03-15;2017-03-15 23:59:59;163.2030555216921;-7.003055521692119;-4.682489448435791
157.82;158.35;159.85;157.82;10847183757.8;68322520;2017-03-16;2017-03-16 23:59:59;162.9914853528373;-4.641485352837293;-4.57710231072341
158.55;161.15;162.85;158.17;10530193716.3;65470090;2017-03-17;2017-03-17 23:59:59;162.79486823727592;-1.6448682372759151;-4.543181326158771
161.57;163.8;164.05;160.61;6756721100.8;41497240;2017-03-20;2017-03-20 23:59:59;162.61253540747126;1.1874645925287552;-4.356788622256653
164.5;162.98;165.49;162.25;6540331822.4;39831880;2017-03-21;2017-03-21 23:59:59;162.4437038689256;0.5362961310743799;-4.025670827828572
162.01;162.92;162.92;159.75;6586523211.4;40877170;2017-03-22;2017-03-22 23:59:59;162.28767308996032;0.6323269100396658;-3.612272016920565
163.5;164.15;164.84;162.1;6332000331.6;38722220;2017-03-23;2017-03-23 23:59:59;162.14377978168355;2.0062202183164572;-2.6117567031044957
164.0;164.52;165.9;163.07;5442276482.8;33041260;2017-03-24;2017-03-24 23:59:59;162.01140456679443;2.508595433205585;-1.718038547728807
163.03;162.69;163.37;161.1;5747342963.7;35418700;2017-03-27;2017-03-27 23:59:59;161.8900673888406;0.7999326111593916;-1.1628498401486553
163.5;163.66;164.1;162.05;4971819967.0;30489200;2017-03-28;2017-03-28 23:59:59;161.779462399386;1.880537600613991;-0.3738035614867101
164.0;163.22;164.9;162.37;4275633841.6;26160370;2017-03-29;2017-03-29 23:59:59;161.6793393008702;1.540660699129802;0.48056806059548196
163.32;163.5;164.1;161.9;3981999668.3;24410850;2017-03-30;2017-03-30 23:59:59;161.58957838862165;1.9104216113783536;1.1357587570170466
163.4;159.8;163.7;159.51;5094871408.6;31639970;2017-03-31;2017-03-31 23:59:59;161.51016694829514;-1.7101669482951252;1.1292288859151256
160.77;161.8;162.94;159.84;5287146510.1;32726400;2017-04-03;2017-04-03 23:59:59;161.44122493371293;0.35877506628708034;1.046359933290958
161.37;163.5;163.95;160.7;3789024448.8;23333230;2017-04-04;2017-04-04 23:59:59;161.3827535371036;2.1172464628963894;1.204454966473159
164.33;168.1;168.45;163.82;9623815655.2;57753380;2017-04-05;2017-04-05 23:59:59;161.33477886563082;6.76522113436917;1.8177443889061096
167.54;167.49;168.19;166.41;4090698387.9;24422020;2017-04-06;2017-04-06 23:59:59;161.2974740574627;6.192525942537316;2.2363749613281954
166.12;161.49;166.84;160.71;9744745429.1;59739010;2017-04-07;2017-04-07 23:59:59;161.2714820577905;0.21851794220950183;2.007367212228587
161.0;155.2;161.39;154.51;11548278934.7;73718410;2017-04-10;2017-04-10 23:59:59;161.25787584832926;-6.0578758483292745;1.3215863662797205
155.2;156.0;158.59;154.61;8379332854.4;53342100;2017-04-11;2017-04-11 23:59:59;161.25774358565104;-5.257743585651042;0.6077582476532172
157.0;150.28;157.44;150.28;8168758811.2;53279800;2017-04-12;2017-04-12 23:59:59;161.2717527405051;-10.991752740505092;-0.6454830963102722
151.57;152.0;153.35;149.7;10616261149.1;70013640;2017-04-13;2017-04-13 23:59:59;161.3002056625583;-9.300205662558312;-1.7665458237039389
150.42;149.24;152.25;148.6;3772556350.9;25092420;2017-04-14;2017-04-14 23:59:59;161.34264138531498;-12.102641385314968;-2.805793267405923
149.44;153.99;154.2;147.62;7312223641.2;48418090;2017-04-17;2017-04-17 23:59:59;161.39795309466396;-7.407953094663952;-3.5824660835010262
154.44;153.4;155.59;152.15;9373104156.1;60882590;2017-04-18;2017-04-18 23:59:59;161.4641935152868;-8.064193515286803;-4.600610081319346
153.18;153.6;155.38;152.36;6006368511.9;38955390;2017-04-19;2017-04-19 23:59:59;161.53890093067795;-7.93890093067796;-6.071022287824059
153.0;158.21;158.4;152.26;9967956368.9;64127430;2017-04-20;2017-04-20 23:59:59;161.61905361089342;-3.409053610893409;-7.031180243167131
158.74;159.59;160.3;157.8;9113848242.0;57187090;2017-04-21;2017-04-21 23:59:59;161.70107851342456;-2.111078513424559;-7.264139888730537
161.09;162.5;163.43;161.0;7795803533.7;48021380;2017-04-24;2017-04-24 23:59:59;161.7811658559287;0.7188341440713089;-6.586468889490479
163.0;162.55;163.53;161.31;6588171646.1;40534410;2017-04-25;2017-04-25 23:59:59;161.85535925338854;0.6946407466114692;-5.991230456264228
163.08;165.05;165.8;161.7;8068611971.9;49259630;2017-04-26;2017-04-26 23:59:59;161.91975223982465;3.130247760175365;-4.579030406196182
164.99;164.69;165.79;163.27;7193390744.4;43712420;2017-04-27;2017-04-27 23:59:59;161.97048658819827;2.719513411801728;-3.377058498760178
165.5;165.2;166.0;163.91;6771043231.3;40999710;2017-04-28;2017-04-28 23:59:59;162.00392144978755;3.196078550212434;-1.8471865052074379
166.0;166.64;168.34;165.01;7109603271.5;42498180;2017-05-02;2017-05-02 23:59:59;162.01660483096876;4.623395169031227;-0.6440516788379199
166.3;164.71;166.5;163.63;5532940128.1;33570350;2017-05-03;2017-05-03 23:59:59;162.00530668801744;2.7046933119825667;0.4328370038890171
164.62;165.5;167.4;163.78;6238052591.8;37623080;2017-05-04;2017-05-04 23:59:59;161.96711804631818;3.532881953681823;1.5800152923249953
164.22;165.8;166.6;164.0;5861269525.6;35495540;2017-05-05;2017-05-05 23:59:59;161.89931775717992;3.9006822428200962;2.310988877696346
167.0;170.8;170.8;166.41;7853777784.0;46474510;2017-05-10;2017-05-10 23:59:59;161.79943001093613;9.000569989063877;3.4221537279451892
171.0;169.97;172.39;168.84;9667508132.2;56593530;2017-05-11;2017-05-11 23:59:59;161.66524987863167;8.304750121368329;4.180745325674891
169.75;167.7;170.43;166.85;6286902322.8;37355540;2017-05-12;2017-05-12 23:59:59;161.49519747089394;6.204802529106047;4.731761503924349
168.5;171.35;171.68;167.89;8000111823.7;47099400;2017-05-15;2017-05-15 23:59:59;161.2882696171087;10.061730382891284;5.424909766195941
170.97;170.66;172.0;169.98;6359705115.8;37205990;2017-05-16;2017-05-16 23:59:59;161.04389403572617;9.616105964273828;6.114569021443151
169.8;169.24;170.63;168.17;5972642510.9;35218260;2017-05-17;2017-05-17 23:59:59;160.76219717647314;8.477802823526872;6.642741448774595
168.41;166.5;169.17;164.7;9558033922.9;57482410;2017-05-18;2017-05-18 23:59:59;160.4439732742129;6.056026725787092;6.786004604450182
167.48;168.87;170.08;165.71;6132186211.4;36552330;2017-05-19;2017-05-19 23:59:59;160.090605300116;8.779394699883994;7.393474743240324
170.5;168.03;170.5;167.14;5002659619.9;29679120;2017-05-22;2017-05-22 23:59:59;159.70389678276453;8.32610321723547;7.872796869595689
167.87;166.31;168.3;165.4;6593755611.6;39501140;2017-05-23;2017-05-23 23:59:59;159.28626093092794;7.0237390690720645;8.185102552220886
166.8;165.7;168.48;162.51;7755908057.5;46891970;2017-05-24;2017-05-24 23:59:59;158.84068915498813;6.859310845011862;7.970976637815684
166.5;164.05;166.95;163.53;5674501383.3;34373440;2017-05-25;2017-05-25 23:59:59;158.37066062498448;5.67933937501553;7.708435563180404
163.8;160.7;163.8;160.62;7439429996.2;46062750;2017-05-26;2017-05-26 23:59:59;157.8801308519874;2.8198691480126;7.36994222507106
161.0;163.9;164.22;160.69;4678437609.3;28741460;2017-05-29;2017-05-29 23:59:59;157.37344974563482;6.5265502543651905;7.016424212218451
163.15;161.64;163.45;161.17;3676741724.7;22672890;2017-05-30;2017-05-30 23:59:59;156.85516303981123;4.7848369601887555;6.533297311809943
161.6;155.93;161.6;155.03;11701550678.4;74365770;2017-05-31;2017-05-31 23:59:59;156.33026970105766;-0.4002697010576526;5.6454900593514905
156.4;153.0;156.76;152.72;7814012596.7;50590080;2017-06-01;2017-06-01 23:59:59;155.80410097625958;-2.8041009762595763;4.759477289146824
153.0;157.14;157.14;151.62;10112574850.5;65420920;2017-06-02;2017-06-02 23:59:59;155.28196031579546;1.8580396842045275;4.0673417875788775
157.1;154.7;158.89;154.43;7623722591.3;48595070;2017-06-05;2017-06-05 23:59:59;154.76895644080926;-0.06895644080927354;3.227835821774403
154.49;152.8;156.0;152.11;5331165014.9;34673910;2017-06-06;2017-06-06 23:59:59;154.2703271029786;-1.4703271029785867;2.3784292045693376
153.3;152.82;155.11;151.75;6710167151.8;43663590;2017-06-07;2017-06-07 23:59:59;153.79130526533928;-0.9713052653392822;1.5953675935342233
153.16;151.93;153.43;148.25;10234476574.8;67991950;2017-06-08;2017-06-08 23:59:59;153.33702178487837;-1.407021784878367;0.8867314775448335
151.41;150.13;153.75;150.12;6868686564.2;45312560;2017-06-09;2017-06-09 23:59:59;152.9125400668284;-2.7825400668284033;0.3264905560607332
145.35;146.0;147.3;145.0;7800680365.8;53389650;2017-06-13;2017-06-13 23:59:59;152.52282580657572;-6.5228258065757245;-0.9784470500333583
145.65;143.0;145.65;142.81;8399759584.7;58225630;2017-06-14;2017-06-14 23:59:59;152.1726514675576;-9.172651467557614;-2.3741958928079954
141.94;139.0;142.21;136.2;25298287188.4;183326250;2017-06-15;2017-06-15 23:59:59;151.866336539197;-12.866336539196993;-3.620802576621929
139.65;141.63;142.8;139.02;11234952215.4;79690200;2017-06-16;2017-06-16 23:59:59;151.6075635212316;-9.977563521231616;-4.338148831119133
142.5;145.0;145.15;141.8;7954274311.3;55251940;2017-06-19;2017-06-19 23:59:59;151.39912141780624;-6.399121417806242;-5.1638649413202105
145.2;144.9;147.1;143.5;8611404258.6;58990950;2017-06-20;2017-06-20 23:59:59;151.24310634671;-6.3431063467099875;-5.791279931910282
144.16;143.49;144.99;142.77;6907295034.7;48036300;2017-06-21;2017-06-21 23:59:59;151.1411700423001;-7.651170042300095;-6.409364225842433
142.39;144.25;145.69;141.78;7843783759.4;54360770;2017-06-22;2017-06-22 23:59:59;151.09452374543753;-6.844523745437527;-6.996686073852257
144.4;144.1;146.0;143.62;6126589053.9;42333900;2017-06-23;2017-06-23 23:59:59;151.10384736573027;-7.00384736573028;-7.556368631937448
144.85;144.49;146.49;143.81;6705611153.0;46189970;2017-06-26;2017-06-26 23:59:59;151.16934549863745;-6.679345498637446;-7.946049175118352
144.05;147.1;147.2;143.4;7436593075.2;51070850;2017-06-27;2017-06-27 23:59:59;151.29073636132887;-4.190736361328874;-7.712840230593668
146.2;145.5;146.45;144.71;6695923001.6;45975150;2017-06-28;2017-06-28 23:59:59;151.46727432753696;-5.9672743275369555;-7.392302516591601
146.51;143.8;146.83;143.2;7089870660.9;48806780;2017-06-29;2017-06-29 23:59:59;151.6979227476357;-7.8979227476356755;-6.89546113743547
143.2;145.59;146.73;142.88;9782692507.9;67210520;2017-06-30;2017-06-30 23:59:59;151.98123057794865;-6.391230577948647;-6.536827843107173
146.65;147.5;148.3;146.22;5655804978.8;38410910;2017-07-03;2017-07-03 23:59:59;152.31519830794193;-4.815198307941927;-6.378435532120742
147.5;149.39;149.8;147.11;5979632355.9;40165050;2017-07-04;2017-07-04 23:59:59;152.69738259162474;-3.3073825916247586;-6.074863156612219
149.39;148.96;149.79;147.89;7176145870.6;48191260;2017-07-05;2017-07-05 23:59:59;153.12500569423503;-4.16500569423502;-5.726246721805711
149.2;150.35;151.03;148.9;7747127175.5;51568300;2017-07-06;2017-07-06 23:59:59;153.595060201664;-3.2450602016640175;-5.3663003674283605
149.65;152.16;152.5;149.06;8634577444.2;57150370;2017-07-07;2017-07-07 23:59:59;154.10424946329655;-1.9442494632965577;-4.860340577184988
152.48;155.0;155.34;152.36;9810656700.2;63627110;2017-07-10;2017-07-10 23:59:59;154.6490514771146;0.35094852288540324;-4.157311175032703
155.55;156.91;157.0;154.95;8930678023.5;57224430;2017-07-11;2017-07-11 23:59:59;155.22580922377617;1.6841907762238293;-3.569818461277433
157.53;160.85;160.99;157.5;11246061319.3;70426950;2017-07-12;2017-07-12 23:59:59;155.83089005536448;5.019109944635517;-2.4711800340601853
161.46;159.94;162.62;158.34;11501665989.3;71818670;2017-07-13;2017-07-13 23:59:59;156.46077828165562;3.4792217183443768;-1.3334655874621801
159.9;161.4;162.26;159.43;7029017854.2;43599590;2017-07-14;2017-07-14 23:59:59;157.11230676172738;4.287693238272624;-0.2655732058400531
161.8;161.98;163.1;159.82;6484399938.7;40217710;2017-07-17;2017-07-17 23:59:59;157.782549967277;4.1974500327229975;0.6356916282264393
162.0;161.7;162.99;160.88;5899017037.7;36470090;2017-07-18;2017-07-18 23:59:59;158.46888012647645;3.2311198735235394;1.289541874741269
161.3;164.34;164.34;160.53;9184589048.0;56474420;2017-07-19;2017-07-19 23:59:59;159.16896095708339;5.171039042916618;2.223146348456433
164.06;163.93;164.91;163.47;6885473178.6;41944460;2017-07-20;2017-07-20 23:59:59;159.88068056018;4.04931943982001;2.9525843126048357
163.99;162.1;163.99;161.72;5698252930.7;35022910;2017-07-21;2017-07-21 23:59:59;160.60228613678197;1.4977138632180242;3.2967806452562938
161.21;161.33;162.33;158.6;9238717282.1;57495790;2017-07-24;2017-07-24 23:59:59;161.3323060906438;-0.0023060906437990525;3.2614551839033736
161.66;160.22;162.3;159.92;6948155291.2;43210700;2017-07-25;2017-07-25 23:59:59;162.0693728334273;-1.84937283342731;2.9080988229382596
160.71;161.55;162.31;160.12;6873477732.4;42613080;2017-07-26;2017-07-26 23:59:59;162.81211861664906;-1.2621186166490475;2.279975966809803
162.41;166.0;166.0;162.4;9084783029.6;55346350;2017-07-27;2017-07-27 23:59:59;163.55904726315654;2.4409527368434567;2.1761490686597114
165.37;165.4;165.75;163.15;8239426338.6;50132670;2017-07-28;2017-07-28 23:59:59;164.30857494867107;1.0914250513289403;1.856522249965343
165.53;164.53;167.35;163.88;9216446332.4;55781520;2017-07-31;2017-07-31 23:59:59;165.05928735952074;-0.5292873595207368;1.3838485107409695
165.5;166.31;168.0;165.3;9250912286.6;55355180;2017-08-01;2017-08-01 23:59:59;165.80984597544003;0.5001540245599756;1.1107519258446132
166.6;169.9;169.94;166.54;9333571917.6;55341010;2017-08-02;2017-08-02 23:59:59;166.55887552009688;3.3411244799031294;0.9277604695432643
170.0;170.0;170.98;169.17;9574768188.3;56318760;2017-08-03;2017-08-03 23:59:59;167.30503545007755;2.694964549922446;0.7923249805535079
169.49;169.73;170.0;168.6;4613134895.7;27204000;2017-08-04;2017-08-04 23:59:59;168.04721724450178;1.6827827554982093;0.8108318697815264
170.47;172.79;172.95;170.38;6110748025.5;35533610;2017-08-07;2017-08-07 23:59:59;168.78449953280526;4.005500467194736;1.2116125255653798
173.0;175.75;175.88;172.66;8806524274.8;50529650;2017-08-08;2017-08-08 23:59:59;169.5160778043372;6.233922195662814;2.019942028474392
174.8;173.4;175.2;172.8;8522505060.2;49021230;2017-08-09;2017-08-09 23:59:59;170.24142570820152;3.1585742917984874;2.4620113193191457
173.75;172.2;174.16;172.01;5194393409.9;30020500;2017-08-10;2017-08-10 23:59:59;170.96044980476574;1.2395501952342443;2.3418710651582244
171.26;172.05;172.49;168.64;10364213054.1;60812390;2017-08-11;2017-08-11 23:59:59;171.67327599983426;0.37672400016575125;2.2704009600419055
173.0;172.51;173.77;171.37;5339481719.5;30902070;2017-08-14;2017-08-14 23:59:59;172.3801162790861;0.129883720913881;2.3363180680853675
172.31;172.33;172.72;170.46;5211983477.8;30384890;2017-08-15;2017-08-15 23:59:59;173.0812087895892;-0.7512087895891852;2.2111817866704513
172.95;173.05;175.3;172.83;7287122720.5;41837570;2017-08-16;2017-08-16 23:59:59;173.7768006981143;-0.7268006981142889;1.8043892688687095
172.5;172.72;173.99;172.27;4513165987.6;26052310;2017-08-17;2017-08-17 23:59:59;174.46708700415505;-1.7470870041550484;1.36018411346096
171.71;169.5;171.71;168.13;8890463726.8;52379100;2017-08-18;2017-08-18 23:59:59;175.15221223493452;-5.652212234934524;0.6266846144176867
169.77;169.9;170.69;168.5;6238468270.8;36731730;2017-08-21;2017-08-21 23:59:59;175.83219959218934;-5.932199592189335;-0.36708539152072034
171.2;171.0;171.7;169.7;6465128071.4;37858620;2017-08-22;2017-08-22 23:59:59;176.50667976291768;-5.506679762917685;-1.5411455873787703
171.0;175.3;175.3;170.98;9627578520.5;55467190;2017-08-23;2017-08-23 23:59:59;177.1748714758127;-1.8748714758126823;-2.044490164139887
175.5;179.8;179.94;175.3;14044293824.0;78590210;2017-08-24;2017-08-24 23:59:59;177.8356110512507;1.9643889487493027;-1.9720062887883814
180.85;180.51;182.25;179.6;12440671465.5;68786620;2017-08-25;2017-08-25 23:59:59;178.48760461019995;2.022395389800039;-1.8074391498249525
180.6;181.85;181.85;179.2;5055616286.3;27960960;2017-08-28;2017-08-28 23:59:59;179.1296946895278;2.7203053104721846;-1.5483969908691222
182.0;181.89;182.0;179.51;8319540730.1;46130680;2017-08-29;2017-08-29 23:59:59;179.76086427022602;2.1291357297739637;-1.2603625389328073
182.5;183.5;184.48;180.85;8882331416.9;48548970;2017-08-30;2017-08-30 23:59:59;180.3802852433773;3.119714756622699;-0.8757109934591085
182.99;183.51;186.33;181.71;11869911146.0;64267180;2017-08-31;2017-08-31 23:59:59;180.98727735671227;2.5227226432877217;-0.44873002871483153
